box_0_x,box_0_z,box_0_l,box_0_h,box_c_l,box_c_h,box_1_x,box_1_z,box_1_l,box_1_h,a_x,a_z,reward,efficiency,collision_penalty,stack_penalty
0.327,0.065,0.141,0.131,0.115,0.131,-10.0,-10.0,0.0,0.0,0.35,0.85,50.254,83.758,0,0
0.327,0.065,0.141,0.131,0.131,0.136,0.349,0.196,0.115,0.131,0.35,0.85,45.461,75.77,0,0
-0.416,0.063,0.167,0.127,0.113,0.182,-10.0,-10.0,0.0,0.0,-0.45,0.05,0.804,18.008,0,-50.0
-0.526,0.077,0.167,0.127,0.114,0.111,-0.348,0.09,0.113,0.182,-0.35,0.65,-8.947,1.754,0,-50.0
0.469,0.088,0.155,0.178,0.182,0.123,-10.0,-10.0,0.0,0.0,-0.2,1.0,-7.111,4.814,0,-50.0
0.469,0.088,0.155,0.178,0.13,0.175,-0.034,0.069,0.182,0.123,-0.2,0.1,-7.181,4.697,0,-50.0
-0.129,0.063,0.178,0.127,0.157,0.173,-10.0,-10.0,0.0,0.0,-0.15000000000000002,0.35,-5.838,6.936,0,-50.0
-0.129,0.063,0.178,0.127,0.136,0.198,0.496,0.049,0.157,0.173,-0.3,0.3,-8.023,3.295,0,-50.0
-0.175,0.07,0.152,0.142,0.173,0.169,-10.0,-10.0,0.0,0.0,-0.15000000000000002,0.35,0.874,18.124,0,-50.0
-0.176,0.07,0.152,0.142,0.186,0.144,-0.6,0.049,0.173,0.169,-0.35,0.65,-4.781,8.698,0,-50.0
0.061,0.06,0.17,0.121,0.19,0.101,-10.0,-10.0,0.0,0.0,0.35,0.85,11.443,35.74,0,-50.0
0.059,0.06,0.17,0.121,0.178,0.114,-0.045,0.049,0.19,0.101,-0.2,0.1,-7.298,14.503,-30.0,-50.0
0.002,0.054,0.189,0.109,0.178,0.155,-10.0,-10.0,0.0,0.0,0.0,0.5,54.381,90.635,0,0
0.001,0.054,0.189,0.109,0.13,0.155,0.0,0.186,0.178,0.155,0.0,0.5,44.226,73.711,0,0
-0.385,0.093,0.191,0.188,0.157,0.128,-10.0,-10.0,0.0,0.0,-0.45,0.05,-9.812,10.312,-30.0,-50.0
-0.685,0.049,0.191,0.188,0.107,0.123,-0.355,0.101,0.157,0.128,0.15000000000000002,0.8,-0.127,16.454,0,-50.0
-0.435,0.086,0.134,0.174,0.122,0.175,-10.0,-10.0,0.0,0.0,-0.45,0.05,0.247,10.412,-30.0,0
-0.309,0.049,0.134,0.174,0.14,0.112,-0.657,0.049,0.122,0.175,-0.35,0.65,1.954,3.258,0,0
0.309,0.081,0.156,0.164,0.102,0.172,-10.0,-10.0,0.0,0.0,0.30000000000000004,0.8,0.477,17.463,0,-50.0
0.309,0.081,0.156,0.164,0.186,0.104,0.523,0.085,0.102,0.172,-0.25,0.6,-4.967,8.388,0,-50.0
-0.08,0.056,0.131,0.114,0.106,0.135,-10.0,-10.0,0.0,0.0,-0.09999999999999998,0.4,-5.512,7.48,0,-50.0
-0.08,0.056,0.131,0.114,0.14,0.153,0.136,0.081,0.106,0.135,-0.09999999999999998,0.4,-12.292,6.179,-30.0,-50.0
-0.167,0.059,0.113,0.12,0.114,0.155,-10.0,-10.0,0.0,0.0,-0.15000000000000002,0.35,-6.266,6.223,0,-50.0
-0.167,0.059,0.113,0.12,0.12,0.113,0.269,0.077,0.114,0.155,-0.3,0.3,-8.209,2.985,0,-50.0
-0.247,0.083,0.193,0.167,0.151,0.199,-10.0,-10.0,0.0,0.0,-0.25,0.25,0.618,17.698,0,-50.0
-0.247,0.083,0.193,0.167,0.183,0.121,-0.695,0.049,0.151,0.199,-0.35,0.65,-3.343,11.094,0,-50.0
-0.231,0.06,0.174,0.122,0.151,0.131,-10.0,-10.0,0.0,0.0,-0.25,0.25,0.543,17.572,0,-50.0
-0.233,0.06,0.174,0.122,0.152,0.166,-0.664,0.049,0.151,0.131,-0.35,0.65,-1.522,14.13,0,-50.0
0.357,0.097,0.179,0.195,0.199,0.177,-10.0,-10.0,0.0,0.0,0.35,0.85,-1.861,13.564,0,-50.0
0.357,0.097,0.179,0.195,0.11,0.13,-0.144,0.049,0.199,0.177,-0.2,0.1,-8.51,12.483,-30.0,-50.0
-0.23,0.059,0.192,0.125,0.16,0.183,-10.0,-10.0,0.0,0.0,-0.25,0.25,-15.779,0.367,-30.0,-50.0
-0.81,0.049,0.192,0.125,0.179,0.183,-0.25,0.091,0.16,0.183,-0.35,0.65,-9.655,0.575,0,-50.0
-0.049,0.06,0.166,0.122,0.182,0.198,-10.0,-10.0,0.0,0.0,-0.04999999999999999,0.45,2.353,20.589,0,-50.0
-0.05,0.06,0.166,0.122,0.115,0.127,-0.504,0.049,0.182,0.198,-0.35,0.65,4.83,24.717,0,-50.0
0.097,0.083,0.113,0.168,0.141,0.152,-10.0,-10.0,0.0,0.0,0.09999999999999998,0.6,-0.299,16.167,0,-50.0
0.096,0.083,0.113,0.168,0.115,0.153,-0.201,0.075,0.141,0.152,-0.04999999999999999,0.45,3.909,23.182,0,-50.0
-0.038,0.094,0.112,0.189,0.169,0.124,-10.0,-10.0,0.0,0.0,-0.04999999999999999,0.45,46.376,77.294,0,0
-0.039,0.094,0.112,0.189,0.192,0.184,-0.051,0.25,0.169,0.124,-0.04999999999999999,0.45,5.258,18.764,-30.0,0
0.348,0.098,0.198,0.197,0.127,0.112,-10.0,-10.0,0.0,0.0,-0.2,1.0,12.138,36.898,0,-50.0
0.348,0.098,0.198,0.197,0.172,0.176,-0.199,0.055,0.127,0.112,-0.2,0.1,-11.719,7.135,-30.0,-50.0
-0.367,0.089,0.101,0.179,0.174,0.119,-10.0,-10.0,0.0,0.0,-0.45,0.05,6.668,21.115,-30.0,0
-0.593,0.05,0.101,0.179,0.147,0.175,-0.19,0.059,0.174,0.119,-0.35,0.65,-5.506,7.49,0,-50.0
-0.307,0.085,0.129,0.171,0.156,0.11,-10.0,-10.0,0.0,0.0,-0.15000000000000002,0.35,3.845,23.076,0,-50.0
-0.308,0.085,0.129,0.171,0.133,0.196,-0.453,0.054,0.156,0.11,-0.35,0.65,-1.856,13.572,0,-50.0
-0.162,0.069,0.165,0.14,0.101,0.113,-10.0,-10.0,0.0,0.0,-0.45,0.05,11.685,19.475,0,0
-0.295,0.049,0.165,0.14,0.112,0.183,-0.802,0.05,0.101,0.113,-0.35,0.65,-5.6,7.333,0,-50.0
0.339,0.054,0.148,0.11,0.125,0.194,-10.0,-10.0,0.0,0.0,0.35,0.85,-2.469,12.551,0,-50.0
0.338,0.054,0.148,0.11,0.161,0.146,0.583,0.096,0.125,0.194,-0.25,0.6,-6.945,5.091,0,-50.0
-0.23,0.052,0.136,0.106,0.161,0.154,-10.0,-10.0,0.0,0.0,-0.25,0.25,-2.354,12.743,0,-50.0
-0.23,0.052,0.136,0.106,0.125,0.176,-0.376,0.076,0.161,0.154,-0.35,0.65,-7.56,4.066,0,-50.0
-0.367,0.055,0.145,0.111,0.165,0.152,-10.0,-10.0,0.0,0.0,-0.35,0.15,0.622,17.705,0,-50.0
-0.368,0.055,0.145,0.111,0.1,0.115,-0.65,0.075,0.165,0.152,-0.35,0.65,-2.298,12.836,0,-50.0
-0.391,0.097,0.16,0.196,0.124,0.139,-10.0,-10.0,0.0,0.0,-0.45,0.05,-1.072,14.879,0,-50.0
-0.584,0.079,0.16,0.196,0.129,0.152,-0.793,0.061,0.124,0.139,-0.35,0.65,-9.843,0.261,0,-50.0
0.169,0.068,0.195,0.137,0.124,0.189,-10.0,-10.0,0.0,0.0,0.19999999999999996,0.7,-1.202,14.662,0,-50.0
0.169,0.068,0.195,0.137,0.174,0.14,0.43,0.094,0.124,0.189,0.19999999999999996,0.7,8.695,14.493,0,0
-0.302,0.076,0.1,0.154,0.133,0.165,-10.0,-10.0,0.0,0.0,-0.35,0.15,8.963,41.606,-30.0,-50.0
-0.119,0.076,0.1,0.154,0.185,0.17,-0.397,0.082,0.133,0.165,-0.35,0.65,1.243,18.74,0,-50.0
-0.397,0.068,0.155,0.138,0.125,0.136,-10.0,-10.0,0.0,0.0,-0.45,0.05,-4.862,8.563,0,-50.0
-0.318,0.049,0.155,0.138,0.105,0.182,-0.429,0.067,0.125,0.136,-0.35,0.65,-8.381,2.698,0,-50.0
-0.235,0.06,0.158,0.122,0.164,0.174,-10.0,-10.0,0.0,0.0,-0.25,0.25,4.1,23.501,0,-50.0
-0.235,0.06,0.158,0.122,0.122,0.149,-0.272,0.086,0.164,0.174,-0.35,0.65,1.348,18.914,0,-50.0
0.321,0.067,0.189,0.136,0.138,0.107,-10.0,-10.0,0.0,0.0,-0.2,1.0,-4.487,9.187,0,-50.0
0.321,0.067,0.189,0.136,0.199,0.194,-0.156,0.053,0.138,0.107,-0.2,0.1,-5.297,7.838,0,-50.0
-0.405,0.068,0.181,0.137,0.102,0.114,-10.0,-10.0,0.0,0.0,-0.25,0.25,-7.198,4.669,0,-50.0
-0.406,0.068,0.181,0.137,0.147,0.19,0.107,0.077,0.102,0.114,-0.45,0.75,-9.238,1.27,0,-50.0
0.339,0.066,0.142,0.133,0.168,0.151,-10.0,-10.0,0.0,0.0,0.35,0.85,22.572,54.288,0,-50.0
0.343,0.066,0.142,0.133,0.188,0.14,0.339,0.049,0.168,0.151,-0.2,1.0,5.935,26.559,0,-50.0
-0.474,0.07,0.145,0.141,0.137,0.115,-10.0,-10.0,0.0,0.0,-0.5,0.0,9.308,25.514,-30.0,0
-0.326,0.072,0.145,0.141,0.183,0.121,-0.412,0.057,0.137,0.115,-0.35,0.65,-7.804,3.659,0,-50.0
-0.087,0.079,0.161,0.16,0.103,0.175,-10.0,-10.0,0.0,0.0,-0.09999999999999998,0.4,-5.375,7.708,0,-50.0
-0.087,0.079,0.161,0.16,0.133,0.109,0.121,0.101,0.103,0.175,-0.09999999999999998,0.4,-12.567,5.721,-30.0,-50.0
0.21,0.052,0.152,0.105,0.13,0.163,-10.0,-10.0,0.0,0.0,0.19999999999999996,0.7,-3.615,10.64,0,-50.0
0.21,0.052,0.152,0.105,0.107,0.172,0.452,0.081,0.13,0.163,0.19999999999999996,0.7,-8.07,3.216,0,-50.0
-0.322,0.076,0.175,0.153,0.168,0.194,-10.0,-10.0,0.0,0.0,-0.35,0.15,17.994,39.991,-30.0,0
-0.384,0.049,0.175,0.153,0.108,0.123,-0.389,0.096,0.168,0.194,-0.35,0.65,-3.019,11.635,0,-50.0
0.182,0.067,0.11,0.135,0.144,0.19,-10.0,-10.0,0.0,0.0,0.19999999999999996,0.7,-1.778,13.702,0,-50.0
0.182,0.067,0.11,0.135,0.175,0.128,0.431,0.094,0.144,0.19,-0.25,0.6,-5.197,8.004,0,-50.0
-0.176,0.053,0.193,0.107,0.179,0.169,-10.0,-10.0,0.0,0.0,-0.15000000000000002,0.35,-3.1,11.499,0,-50.0
-0.177,0.053,0.193,0.107,0.112,0.114,0.0,0.049,0.179,0.169,-0.45,0.75,-3.921,10.13,0,-50.0
0.316,0.095,0.105,0.192,0.191,0.196,-10.0,-10.0,0.0,0.0,-0.25,0.6,0.957,18.262,0,-50.0
0.314,0.095,0.105,0.192,0.17,0.18,-0.241,0.097,0.191,0.196,-0.2,0.1,-6.407,5.987,0,-50.0
-0.02,0.094,0.184,0.189,0.105,0.121,-10.0,-10.0,0.0,0.0,-0.04999999999999999,0.45,-6.337,6.104,0,-50.0
-0.02,0.094,0.184,0.189,0.152,0.166,0.45,0.06,0.105,0.121,-0.3,0.3,-6.483,5.861,0,-50.0
-0.304,0.087,0.148,0.176,0.185,0.154,-10.0,-10.0,0.0,0.0,-0.35,0.15,0.002,16.671,0,-50.0
-0.304,0.087,0.148,0.176,0.161,0.183,-0.25,0.076,0.185,0.154,-0.35,0.65,-3.163,21.395,-30.0,-50.0
0.442,0.055,0.173,0.111,0.128,0.118,-10.0,-10.0,0.0,0.0,-0.2,1.0,-5.531,7.447,0,-50.0
0.44,0.055,0.173,0.111,0.116,0.172,-0.157,0.058,0.128,0.118,-0.2,0.1,-5.73,7.116,0,-50.0
0.03,0.089,0.114,0.18,0.173,0.112,-10.0,-10.0,0.0,0.0,0.30000000000000004,0.8,-1.474,14.209,0,-50.0
0.032,0.089,0.114,0.18,0.185,0.176,0.422,0.055,0.173,0.112,-0.25,0.6,-3.102,11.496,0,-50.0
