box_0_x,box_0_z,box_0_l,box_0_h,box_c_l,box_c_h,box_1_x,box_1_z,box_1_l,box_1_h,a_x,a_z,reward,efficiency,collision_penalty,stack_penalty
-0.023,0.073,0.138,0.147,0.172,0.148,-10.0,-10.0,0.0,0.0,-0.14,0.86,1.257,18.762,0,-50.0
-0.024,0.073,0.138,0.147,0.128,0.102,-0.361,0.049,0.172,0.148,0.07,0.49,1.478,19.131,0,-50.0
0.051,0.086,0.171,0.174,0.148,0.196,-10.0,-10.0,0.0,0.0,0.25,0.96,39.188,81.981,0,-50.0
0.047,0.049,0.171,0.174,0.121,0.181,-0.066,0.049,0.148,0.196,0.35,0.11,-20.651,15.581,-100.0,-50.0
-0.235,0.055,0.154,0.112,0.143,0.129,-10.0,-10.0,0.0,0.0,-0.31,0.86,27.29,62.15,0,-50.0
