box_0_x,box_0_z,box_0_l,box_0_h,box_c_l,box_c_h,box_1_x,box_1_z,box_1_l,box_1_h,a_x,a_z,reward,efficiency,collision_penalty,stack_penalty
-0.01,0.086,0.133,0.173,0.161,0.148,-0.007,0.237,0.107,0.124,-0.006,0.501,46.687,77.813,0,0
-0.463,0.062,0.152,0.132,0.193,0.165,-10.0,-10.0,0.0,0.0,-0.462,0.346,53.239,88.732,0,0
-0.448,0.068,0.154,0.127,0.148,0.096,-0.484,0.05,0.191,0.173,-0.52,0.448,0.563,50.94,-100.0,-50.0
0.388,0.073,0.086,0.15,0.158,0.104,-10.0,-10.0,0.0,0.0,0.388,0.305,10.329,50.549,-100.0,0
0.381,0.073,0.103,0.158,0.197,0.136,0.413,0.198,0.155,0.1,0.42,0.434,22.708,54.515,0,-50.0
0.148,0.097,0.112,0.192,0.118,0.133,-10.0,-10.0,0.0,0.0,0.145,0.377,57.102,95.17,0,0
0.125,0.096,0.122,0.191,0.168,0.106,0.157,0.083,0.111,0.132,0.142,0.491,-9.445,34.258,-100.0,-50.0
0.424,0.09,0.098,0.17,0.172,0.15,-10.0,-10.0,0.0,0.0,0.417,0.375,44.595,74.326,0,0
0.419,0.086,0.097,0.174,0.147,0.108,0.421,0.25,0.176,0.132,0.383,0.482,17.146,61.911,-100.0,0
0.187,0.084,0.181,0.162,0.167,0.137,-10.0,-10.0,0.0,0.0,0.164,0.351,52.749,87.916,0,0
0.186,0.075,0.182,0.161,0.187,0.114,0.165,0.079,0.163,0.135,0.164,0.464,-0.16,49.732,-100.0,-50.0
0.123,0.059,0.163,0.115,0.151,0.11,-10.0,-10.0,0.0,0.0,0.103,0.274,30.682,84.471,-100.0,0
0.126,0.053,0.159,0.111,0.102,0.122,0.122,0.169,0.139,0.105,0.111,0.392,23.255,72.092,-100.0,0
-0.233,0.075,0.119,0.146,0.122,0.177,-10.0,-10.0,0.0,0.0,-0.236,0.374,58.132,96.888,0,0
-0.233,0.065,0.121,0.139,0.122,0.101,-0.249,0.051,0.125,0.18,-0.234,0.478,-4.02,43.3,-100.0,-50.0
0.388,0.071,0.131,0.128,0.183,0.17,-10.0,-10.0,0.0,0.0,0.39,0.348,50.543,84.239,0,0
0.39,0.062,0.128,0.124,0.18,0.141,0.392,0.215,0.197,0.164,0.377,0.493,45.838,76.398,0,0
-0.06,0.105,0.162,0.196,0.192,0.186,-10.0,-10.0,0.0,0.0,-0.061,0.422,54.243,90.405,0,0
-0.061,0.095,0.152,0.191,0.171,0.184,-0.053,0.289,0.18,0.174,-0.06,0.607,47.385,78.976,0,0
-0.168,0.098,0.109,0.193,0.103,0.121,-10.0,-10.0,0.0,0.0,-0.178,0.364,34.779,91.299,-100.0,0
-0.189,0.049,0.11,0.188,0.201,0.107,-0.005,0.043,0.104,0.124,-0.179,0.465,-9.114,34.81,-100.0,-50.0
-0.055,0.099,0.165,0.189,0.133,0.162,-10.0,-10.0,0.0,0.0,-0.113,0.398,44.632,74.388,0,0
-0.069,0.091,0.175,0.194,0.154,0.132,-0.107,0.272,0.123,0.156,-0.112,0.527,39.432,65.721,0,0
0.086,0.082,0.16,0.155,0.181,0.106,-10.0,-10.0,0.0,0.0,0.092,0.311,-6.27,39.55,-100.0,-50.0
0.156,0.087,0.165,0.159,0.117,0.137,0.078,0.052,0.186,0.097,0.019,0.28,-17.877,20.205,-100.0,-50.0
-0.085,0.073,0.168,0.149,0.11,0.125,-10.0,-10.0,0.0,0.0,-0.105,0.331,47.784,79.641,0,0
-0.075,0.072,0.177,0.14,0.146,0.117,-0.111,0.065,0.112,0.132,-0.104,0.443,-2.933,45.111,-100.0,-50.0
0.265,0.084,0.174,0.169,0.174,0.13,-10.0,-10.0,0.0,0.0,0.273,0.364,58.433,97.389,0,0
0.263,0.08,0.174,0.171,0.191,0.097,0.278,0.072,0.179,0.146,0.273,0.465,-3.465,44.225,-100.0,-50.0
-0.207,0.073,0.132,0.162,0.132,0.166,-10.0,-10.0,0.0,0.0,-0.222,0.364,52.86,88.101,0,0
-0.199,0.081,0.146,0.152,0.136,0.123,-0.222,0.243,0.122,0.16,-0.221,0.483,21.989,69.982,-100.0,0
0.336,0.096,0.174,0.184,0.189,0.169,-10.0,-10.0,0.0,0.0,0.333,0.404,54.88,91.468,0,0
0.335,0.096,0.174,0.193,0.101,0.176,0.339,0.266,0.203,0.166,0.27,0.576,37.06,61.768,0,0
0.161,0.067,0.165,0.136,0.194,0.186,-10.0,-10.0,0.0,0.0,0.156,0.363,55.372,92.288,0,0
0.15,0.059,0.177,0.121,0.139,0.105,0.13,0.047,0.191,0.176,0.15,0.467,-9.787,33.687,-100.0,-50.0
0.313,0.073,0.13,0.151,0.169,0.178,-10.0,-10.0,0.0,0.0,0.309,0.391,52.153,86.923,0,0
0.297,0.077,0.125,0.161,0.158,0.107,0.414,0.123,0.175,0.187,0.302,0.496,-20.322,16.13,-100.0,-50.0
-0.392,0.083,0.145,0.173,0.149,0.169,-10.0,-10.0,0.0,0.0,-0.399,0.393,57.082,95.138,0,0
-0.392,0.09,0.146,0.169,0.19,0.115,-0.395,0.084,0.16,0.17,-0.398,0.51,-2.837,45.27,-100.0,-50.0
-0.285,0.082,0.116,0.179,0.173,0.141,-10.0,-10.0,0.0,0.0,-0.291,0.368,46.556,77.595,0,0
-0.298,0.089,0.122,0.171,0.145,0.16,-0.295,0.25,0.191,0.143,-0.32,0.538,42.95,71.584,0,0
0.331,0.073,0.119,0.15,0.186,0.164,-10.0,-10.0,0.0,0.0,0.342,0.365,49.199,82.0,0,0
0.34,0.074,0.124,0.155,0.153,0.132,0.344,0.233,0.174,0.163,0.317,0.492,41.923,69.873,0,0
0.069,0.083,0.174,0.163,0.121,0.183,-10.0,-10.0,0.0,0.0,0.107,0.395,45.376,75.628,0,0
0.061,0.085,0.187,0.166,0.103,0.109,0.268,0.073,0.123,0.187,0.105,0.502,-8.957,35.071,-100.0,-50.0
0.155,0.044,0.144,0.101,0.164,0.128,-10.0,-10.0,0.0,0.0,0.156,0.272,55.869,93.116,0,0
0.156,0.06,0.141,0.096,0.163,0.157,0.156,0.164,0.158,0.123,0.155,0.427,52.333,87.222,0,0
0.044,0.069,0.119,0.13,0.117,0.188,-10.0,-10.0,0.0,0.0,0.045,0.366,56.332,93.888,0,0
0.042,0.062,0.118,0.126,0.177,0.179,0.055,0.216,0.119,0.194,0.045,0.54,43.059,71.766,0,0
-0.438,0.1,0.159,0.187,0.156,0.174,-10.0,-10.0,0.0,0.0,-0.44,0.408,56.926,94.878,0,0
-0.432,0.096,0.158,0.194,0.105,0.097,-0.455,0.049,0.153,0.173,-0.449,0.511,-5.478,40.869,-100.0,-50.0
0.366,0.092,0.186,0.2,0.196,0.125,-10.0,-10.0,0.0,0.0,0.367,0.371,58.175,96.959,0,0
0.369,0.096,0.191,0.197,0.114,0.161,0.372,0.261,0.191,0.122,0.303,0.537,40.303,67.172,0,0
-0.458,0.046,0.122,0.196,0.153,0.108,-10.0,-10.0,0.0,0.0,-0.498,0.356,17.541,79.236,-100.0,-50.0
-0.46,0.048,0.13,0.185,0.11,0.136,-0.482,0.045,0.144,0.109,-0.487,0.296,24.661,57.769,0,-50.0
0.13,0.046,0.185,0.094,0.189,0.202,-10.0,-10.0,0.0,0.0,0.132,0.346,56.617,94.363,0,0
0.13,0.049,0.179,0.101,0.199,0.173,0.139,0.202,0.192,0.196,0.131,0.518,52.878,88.131,0,0
0.058,0.057,0.115,0.111,0.108,0.187,-10.0,-10.0,0.0,0.0,0.058,0.345,53.38,88.967,0,0
0.067,0.06,0.127,0.109,0.191,0.161,0.049,0.204,0.099,0.18,0.057,0.5,40.933,68.223,0,0
0.457,0.052,0.18,0.116,0.169,0.144,-10.0,-10.0,0.0,0.0,0.455,0.3,56.457,94.095,0,0
0.459,0.061,0.176,0.11,0.098,0.163,0.447,0.18,0.178,0.142,0.452,0.464,45.065,75.109,0,0
-0.057,0.104,0.11,0.199,0.141,0.162,-10.0,-10.0,0.0,0.0,-0.063,0.409,53.315,88.86,0,0
-0.065,0.095,0.116,0.187,0.107,0.111,-0.078,0.091,0.143,0.163,-0.075,0.525,-4.737,42.104,-100.0,-50.0
