box_0_x,box_0_z,box_0_l,box_0_h,box_c_l,box_c_h,box_1_x,box_1_z,box_1_l,box_1_h,a_x,a_z,reward,efficiency,collision_penalty,stack_penalty
-0.217,0.08,0.192,0.161,0.176,0.147,-10.0,-10.0,0.0,0.0,-0.218,0.357,55.76,92.934,0,0
-0.212,0.08,0.192,0.161,0.198,0.106,-0.209,0.076,0.176,0.147,-0.217,0.463,-0.751,48.747,-100.0,-50.0
0.124,0.078,0.117,0.158,0.161,0.164,-10.0,-10.0,0.0,0.0,0.124,0.371,50.841,84.736,0,0
0.123,0.078,0.117,0.158,0.116,0.183,0.123,0.239,0.161,0.164,0.113,0.554,40.906,68.178,0,0
