box_0_x,box_0_z,box_0_l,box_0_h,box_c_l,box_c_h,box_1_x,box_1_z,box_1_l,box_1_h,a_x,a_z,reward,efficiency,collision_penalty,stack_penalty
0.489,0.068,0.118,0.138,0.127,0.125,-10.0,-10.0,0.0,0.0,0.45,0.75,44.932,74.888,0,0
0.49,0.068,0.118,0.138,0.165,0.114,0.46,0.2,0.127,0.125,0.15,0.8,12.983,38.306,0,-50.0
-0.23,0.049,0.196,0.1,0.154,0.192,-10.0,-10.0,0.0,0.0,-0.2,0.1,7.209,28.682,0,-50.0
-0.231,0.049,0.196,0.1,0.151,0.114,-0.184,0.095,0.154,0.192,-0.15,0.45,10.205,33.676,0,-50.0
-0.123,0.049,0.192,0.113,0.135,0.157,-10.0,-10.0,0.0,0.0,-0.2,0.0,-0.1,26.5,-30.0,-50.0
-0.127,0.049,0.192,0.113,0.14,0.105,0.159,0.067,0.135,0.157,0.05,0.85,-0.476,15.872,0,-50.0
-0.486,0.076,0.171,0.154,0.144,0.196,-10.0,-10.0,0.0,0.0,0.25,0.6,8.254,30.425,0,-50.0
-0.487,0.076,0.171,0.154,0.107,0.116,0.249,0.097,0.144,0.196,-0.1,0.95,11.805,36.343,0,-50.0
0.358,0.054,0.13,0.11,0.121,0.136,-10.0,-10.0,0.0,0.0,0.5,0.75,39.911,83.186,0,-50.0
0.357,0.054,0.13,0.11,0.183,0.183,0.498,0.067,0.121,0.136,-0.4,0.05,4.329,23.883,0,-50.0
-0.006,0.081,0.141,0.163,0.193,0.174,-10.0,-10.0,0.0,0.0,0.4,0.9,23.107,55.179,0,-50.0
-0.006,0.081,0.141,0.163,0.172,0.129,0.398,0.086,0.193,0.174,0.2,0.95,35.19,75.317,0,-50.0
-0.236,0.049,0.128,0.1,0.116,0.1,-10.0,-10.0,0.0,0.0,0.25,0.05,3.067,21.78,0,-50.0
-0.236,0.049,0.128,0.1,0.123,0.106,-0.269,0.049,0.116,0.1,-0.25,0.85,9.769,16.282,0,0
-0.5,0.074,0.149,0.145,0.156,0.187,-10.0,-10.0,0.0,0.0,0.15,0.3,-2.33,6.116,-30.0,0
